Date,IBOV,BOVA11,ABEV3,AZUL4,BTOW3,B3SA3,BBAS3,BBSE3,BRML3,BBDC3,BBDC4,BRAP4,BRKM5,BRFS3,BPAC11,CRFB3,CCRO3,CMIG4,HGTX3,CIEL3,COGN3,CSAN3,CPFE3,CVCB3,CYRE3,ECOR3,ELET3,ELET6,EMBR3,ENBR3,EGIE3,EQTL3,YDUQ3,FLRY3,GOAU4,GGBR4,GOLL4,HAPV3,HYPE3,IGTA3,GNDI3,IRBR3,ITUB4,ITSA4,JBSS3,KLBN11,RENT3,LAME4,LREN3,MGLU3,MRFG3,BEEF3,MRVE3,MULT3,NTCO3,BRDT3,PETR3,PETR4,QUAL3,RADL3,RAIL3,SBSP3,SANB11,CSNA3,SULA11,SUZB3,TAEE11,TIMP3,TOTS3,USIM5,VALE3,WEGE3
201502,51583.09,50.01,15.82,0.00,19.29,8.24,17.94,21.77,10.16,14.13,14.02,10.18,9.92,62.20,0.00,0.00,13.16,8.74,13.52,20.53,9.26,23.25,15.84,11.87,9.24,8.69,5.01,5.85,24.01,7.03,20.39,5.02,14.86,5.66,10.39,9.34,10.05,0.00,15.68,24.74,0.00,0.00,14.93,5.29,11.46,13.22,9.70,13.46,12.65,0.73,4.82,8.75,4.75,16.47,13.09,0.00,9.14,8.89,16.17,27.05,19.38,14.53,10.20,4.61,9.73,0.00,11.90,10.59,10.36,3.92,18.37,10.67
201503,51150.16,49.50,15.99,0.00,19.19,9.16,17.61,22.03,10.17,13.69,13.28,8.14,8.52,61.11,0.00,0.00,12.87,8.64,12.45,21.22,9.17,22.92,17.45,11.75,10.57,7.41,5.39,5.74,23.71,8.08,21.55,5.66,14.27,6.55,10.13,9.39,7.82,0.00,16.18,25.61,0.00,0.00,14.45,5.24,13.00,15.13,10.06,13.31,13.69,0.61,4.04,7.15,5.61,16.92,12.53,0.00,9.24,9.04,14.18,27.29,13.79,15.19,10.18,5.06,10.57,0.00,11.91,9.45,11.27,4.71,15.51,11.08
201504,56229.38,54.62,16.41,0.00,26.33,10.27,20.46,23.68,9.85,13.66,14.41,9.75,10.28,62.17,0.00,0.00,13.15,9.80,13.52,23.37,9.80,24.25,17.49,14.98,9.68,7.31,6.83,7.48,22.72,9.05,21.80,5.89,14.26,6.70,9.22,9.29,7.60,0.00,16.32,24.81,0.00,0.00,15.78,5.57,14.23,15.36,9.76,13.57,15.99,0.61,4.24,8.53,5.77,16.03,13.41,0.00,13.74,12.12,15.42,32.59,13.00,15.57,11.78,7.52,10.72,0.00,11.69,8.57,10.75,5.69,19.79,11.19
201505,52760.47,51.35,15.95,0.00,24.53,9.39,17.80,22.40,9.39,11.92,12.65,9.01,10.58,62.22,0.00,0.00,12.23,9.86,10.09,22.29,10.23,20.90,17.02,16.85,8.97,6.27,6.04,7.96,23.07,8.31,20.82,6.21,14.34,7.09,7.32,8.06,7.79,0.00,17.87,24.30,0.00,0.00,14.06,5.10,14.44,15.80,8.94,13.09,16.30,0.52,4.07,9.92,5.57,15.07,13.35,0.00,12.78,11.45,12.02,33.94,12.60,16.22,11.48,5.74,9.92,0.00,12.14,8.51,11.52,4.86,17.52,12.00
201506,53080.88,51.46,16.64,0.00,19.62,9.80,19.25,22.91,8.99,12.82,12.87,8.51,11.11,63.40,0.00,0.00,11.81,8.25,9.51,24.42,10.64,20.89,16.94,16.24,8.17,6.70,5.50,7.23,22.91,9.10,21.03,6.47,14.10,7.52,5.98,6.97,7.37,0.00,18.58,22.60,0.00,0.00,14.02,5.16,15.14,15.87,8.58,14.03,17.24,0.43,5.69,11.17,5.73,14.50,12.82,0.00,13.53,11.80,12.47,38.30,12.70,14.43,12.25,4.82,11.46,0.00,12.13,9.25,12.04,3.93,15.98,13.31
201507,50864.77,49.37,16.96,0.00,17.32,8.73,17.48,21.66,7.94,12.68,12.33,7.96,10.23,69.92,0.00,0.00,12.06,6.56,9.26,24.37,8.59,17.28,16.97,16.16,7.68,6.00,5.42,7.29,23.14,10.31,22.29,6.44,11.12,7.37,3.29,5.49,5.68,0.00,16.64,21.99,0.00,0.00,13.57,4.86,14.26,17.81,7.89,13.95,16.61,0.44,5.31,10.99,5.65,14.25,12.11,0.00,11.17,9.75,12.88,41.58,9.10,15.28,11.58,4.04,13.08,0.00,12.35,8.48,10.83,3.75,15.61,13.20
201508,46625.52,45.34,16.63,0.00,15.01,9.14,14.24,19.83,6.92,11.55,10.42,7.58,11.48,67.63,0.00,0.00,11.79,5.23,10.88,21.37,7.82,15.08,13.82,14.33,6.93,6.04,4.66,6.41,22.29,8.86,20.91,6.50,9.77,6.84,2.85,4.93,4.16,0.00,13.52,18.93,0.00,0.00,12.13,4.26,13.10,17.00,6.29,13.19,15.03,0.31,6.40,11.33,4.67,12.58,11.27,0.00,10.24,8.53,10.80,37.94,7.88,13.76,10.44,3.26,13.25,0.00,10.91,7.95,9.84,2.84,15.65,11.76
201509,45059.34,43.43,17.05,0.00,14.30,9.39,12.34,17.14,6.46,10.84,9.69,6.63,13.60,68.67,0.00,0.00,9.64,4.86,10.99,20.58,6.95,17.05,13.09,11.92,6.83,5.27,4.91,7.47,24.73,9.07,21.05,6.23,11.05,6.69,2.76,5.14,3.67,0.00,12.55,18.88,0.00,0.00,12.12,4.19,15.55,18.35,6.86,13.14,14.21,0.22,7.17,12.98,4.47,12.95,9.28,0.00,8.24,6.72,9.39,37.48,6.01,13.85,9.67,3.66,13.51,0.00,11.79,6.78,9.35,3.19,14.48,10.88
201510,45868.82,44.40,16.76,0.00,14.03,9.66,12.97,18.38,6.92,10.77,9.51,6.67,17.77,58.47,0.00,0.00,10.00,4.98,12.00,20.55,8.88,20.93,13.63,12.61,7.40,5.15,4.70,8.05,27.43,8.92,21.12,6.32,12.11,6.75,2.46,5.10,3.55,0.00,14.37,19.59,0.00,0.00,12.11,4.22,13.19,18.49,7.34,13.56,14.29,0.18,6.37,12.42,5.44,12.85,10.89,0.00,9.05,7.16,11.22,38.33,7.34,14.64,10.61,4.05,14.36,0.00,12.30,7.63,10.61,2.65,15.20,10.14
201511,45120.36,43.70,16.37,0.00,14.20,9.77,13.35,17.95,7.92,11.04,9.58,4.53,21.39,53.54,0.00,0.00,10.57,4.59,11.96,19.71,8.37,20.41,13.85,11.92,6.10,4.52,5.42,8.87,29.49,9.38,21.14,6.45,10.51,6.68,1.87,5.77,3.41,0.00,18.39,19.90,0.00,0.00,12.72,4.25,11.49,20.01,7.50,13.99,13.51,0.13,5.88,11.11,6.06,13.01,10.07,0.00,9.07,7.12,10.23,38.00,6.00,16.55,11.35,5.13,16.34,0.00,10.89,6.91,10.39,2.10,11.74,10.70
201512,43349.96,42.13,15.81,0.00,14.65,9.56,12.27,16.81,6.86,9.76,9.12,4.25,22.53,53.89,0.00,0.00,10.39,4.26,12.21,18.86,8.62,21.34,13.36,11.77,6.19,4.40,5.39,8.92,29.32,9.54,21.16,6.36,10.93,6.59,1.57,4.40,2.52,0.00,17.83,17.38,0.00,0.00,12.15,4.11,11.43,19.77,7.01,15.74,13.24,0.27,6.35,12.94,6.37,11.82,11.17,0.00,8.26,6.22,9.78,34.12,6.24,16.56,12.31,3.73,14.26,0.00,10.71,6.20,9.69,1.48,11.61,10.57
201601,40405.99,39.19,16.52,0.00,12.76,9.01,11.53,15.98,7.33,9.33,8.59,2.83,19.58,47.52,0.00,0.00,10.58,4.22,10.39,19.02,7.69,21.29,14.27,10.90,5.90,3.45,5.45,8.58,27.94,9.60,21.38,6.72,9.17,6.01,0.97,3.41,1.53,0.00,18.35,18.54,0.00,0.00,11.52,4.11,10.00,17.71,6.23,15.15,13.74,0.22,6.10,11.95,6.71,12.88,10.66,0.00,6.68,4.49,9.34,39.89,1.89,18.65,10.54,3.31,13.85,0.00,11.12,5.75,10.12,0.81,8.66,10.93
201602,42793.86,41.45,15.73,0.00,11.11,10.20,11.27,17.23,8.32,11.09,10.11,3.43,20.80,50.64,0.00,0.00,10.46,4.19,10.63,17.41,9.02,23.33,14.70,11.50,6.77,3.91,5.32,8.34,29.33,10.09,22.31,7.11,10.00,6.71,1.14,3.34,2.31,0.00,20.69,20.12,0.00,0.00,12.05,4.19,10.55,18.25,6.54,16.17,13.94,0.30,6.25,11.49,7.78,14.62,12.78,0.00,7.09,4.77,8.92,44.25,2.63,19.78,12.07,4.85,12.30,0.00,12.06,6.28,9.84,0.86,10.52,9.38
201603,50055.27,48.64,16.78,0.00,13.76,13.51,16.63,21.22,9.11,14.35,12.84,5.21,19.09,50.67,0.00,0.00,11.86,5.77,11.81,19.80,10.43,27.37,17.25,14.59,8.61,5.19,6.21,8.97,23.21,9.98,23.18,7.61,9.26,8.88,2.30,6.17,2.77,0.00,23.09,22.70,0.00,0.00,14.82,5.03,10.13,16.44,8.45,16.23,16.15,0.45,6.49,10.89,8.69,16.71,12.76,0.00,10.25,7.75,10.30,50.34,3.34,20.97,13.68,6.67,12.48,0.00,12.90,7.23,8.50,1.76,13.50,10.00
201604,53910.51,52.15,17.29,0.00,13.18,15.09,18.60,21.43,10.46,14.75,13.52,7.21,21.17,48.58,0.00,0.00,13.67,4.89,11.49,22.76,11.63,27.76,17.47,17.22,8.70,6.49,7.29,10.94,20.02,10.65,24.11,8.03,9.60,10.35,2.75,7.39,2.44,0.00,24.95,24.87,0.00,0.00,15.61,5.33,8.37,14.79,9.43,15.65,16.28,0.49,6.49,10.28,8.82,18.34,12.26,0.00,12.80,9.50,10.32,53.08,4.28,23.31,14.98,12.25,13.02,0.00,13.10,7.09,8.94,2.42,17.55,10.83
201605,48471.71,47.02,17.04,0.00,9.52,14.06,13.96,19.47,9.28,12.88,11.91,5.93,18.11,45.10,0.00,0.00,12.89,4.23,10.60,21.57,10.17,29.24,16.67,19.39,8.13,6.79,7.49,10.68,18.29,10.31,22.62,8.61,8.79,10.75,1.83,5.27,2.27,0.00,23.59,24.12,0.00,0.00,13.80,4.83,9.69,15.50,9.51,15.01,16.38,0.53,6.29,9.21,7.45,17.00,10.83,0.00,9.82,7.47,11.16,55.68,4.74,22.59,14.03,6.10,11.65,0.00,13.06,6.60,9.39,1.62,12.67,10.27
201606,51526.93,49.90,16.99,0.00,9.04,15.90,14.68,20.08,10.32,14.29,13.27,7.53,16.42,44.56,0.00,0.00,14.20,5.47,12.37,23.01,12.48,29.66,18.78,20.74,8.72,7.25,12.02,15.04,17.07,11.50,24.42,9.18,13.72,11.40,1.89,5.58,3.45,0.00,19.32,26.24,0.00,0.00,14.40,5.15,9.69,13.17,9.86,15.70,18.62,0.59,5.62,8.91,8.17,18.75,12.26,0.00,11.10,8.75,13.61,61.04,4.90,25.67,14.68,7.29,12.16,0.00,13.31,6.34,9.68,1.91,14.50,9.85
201607,57308.21,55.68,16.88,0.00,12.51,16.86,17.99,21.53,11.29,15.47,14.95,9.19,15.99,54.30,0.00,0.00,15.83,6.83,15.42,24.97,13.25,30.32,20.83,19.57,9.50,7.10,16.50,19.03,14.46,12.14,26.90,10.48,14.28,12.94,2.57,7.34,5.13,0.00,22.94,28.45,0.00,0.00,16.07,5.67,10.56,14.51,11.58,18.74,21.42,0.70,5.68,9.34,10.24,19.82,16.01,0.00,13.51,11.02,15.73,64.07,6.12,27.19,16.58,10.32,13.40,0.00,17.95,7.71,10.42,3.64,16.49,10.95
201608,57901.11,55.93,17.23,0.00,15.73,15.93,19.96,21.40,9.91,15.42,15.33,8.75,20.79,53.85,0.00,0.00,14.42,6.58,14.87,22.82,12.76,33.50,21.20,20.34,8.96,7.19,21.09,24.34,13.97,12.07,25.45,9.55,13.42,15.95,3.51,8.62,6.33,0.00,21.81,26.73,0.00,0.00,17.25,5.89,12.11,14.62,11.59,18.82,20.14,0.92,5.11,9.18,9.30,18.29,14.98,0.00,14.21,11.93,16.59,57.69,7.20,25.95,18.45,8.02,12.70,0.00,16.48,7.71,9.59,3.37,15.10,11.88
201609,58367.05,56.56,17.79,0.00,15.34,14.95,19.72,21.93,9.88,15.03,15.66,8.31,21.66,55.32,0.00,0.00,14.32,6.45,14.99,22.27,13.68,33.58,22.06,21.79,8.67,7.69,18.03,20.39,13.68,12.14,25.12,9.50,14.41,16.00,3.25,8.41,6.24,0.00,23.29,27.66,0.00,0.00,17.10,5.72,11.45,14.66,11.40,19.76,19.29,1.17,5.22,9.34,9.02,19.83,15.01,0.00,14.60,12.60,14.03,64.22,6.32,26.65,17.89,8.48,12.62,0.00,14.90,7.33,9.71,3.42,15.87,12.74
201610,64924.52,62.90,16.90,0.00,15.09,16.72,25.33,23.59,10.26,17.18,18.05,11.05,25.63,53.40,0.00,0.00,14.66,7.33,16.14,22.20,14.70,38.22,22.09,22.20,9.11,8.19,22.19,23.36,16.75,12.96,26.46,10.75,14.98,17.62,4.49,10.46,7.86,0.00,22.36,28.08,0.00,0.00,20.34,6.47,9.41,14.15,11.44,20.28,21.28,1.41,5.69,9.84,9.34,20.13,14.74,0.00,17.98,16.43,15.03,68.66,7.14,29.75,21.39,10.01,14.98,0.00,14.74,8.22,9.25,4.37,19.68,12.69
201611,61906.36,60.00,15.53,0.00,10.90,14.85,24.74,20.77,8.67,15.78,16.07,12.72,24.93,51.65,0.00,0.00,12.76,5.94,14.19,20.36,13.43,35.16,22.49,21.56,7.91,7.03,24.01,24.20,16.18,11.97,23.82,9.91,14.38,16.29,5.53,12.89,5.42,0.00,21.70,25.43,0.00,0.00,18.77,5.90,9.46,14.72,10.00,16.04,17.72,1.59,6.51,11.92,8.74,18.24,12.60,0.00,17.81,14.86,14.12,62.48,6.36,26.45,22.90,11.59,14.59,0.00,13.57,7.70,6.87,4.03,25.01,11.23
201612,60227.29,58.24,15.05,0.00,9.81,14.94,24.46,20.77,9.60,15.95,15.84,12.74,31.05,48.25,0.00,0.00,13.84,6.04,12.99,19.11,12.39,34.64,22.99,21.63,8.70,7.33,21.35,22.11,15.62,11.77,23.25,10.32,13.97,15.72,4.54,10.27,4.62,0.00,21.83,24.84,0.00,0.00,18.21,5.89,11.05,15.37,9.94,16.65,18.32,1.62,6.61,11.82,8.27,18.63,11.14,0.00,16.34,13.81,14.82,59.44,6.14,25.42,24.02,10.12,14.23,0.00,15.17,7.26,7.76,3.98,23.02,11.24
201701,64670.78,62.39,15.85,0.00,11.54,16.75,27.09,20.49,11.78,17.60,17.87,17.84,29.50,44.46,0.00,0.00,13.45,7.16,13.31,18.22,12.56,36.57,23.30,23.73,10.97,7.59,19.50,21.11,17.58,12.34,23.78,11.03,14.06,16.75,5.32,11.60,6.26,0.00,23.35,27.76,0.00,0.00,20.05,6.60,11.53,14.08,10.70,16.41,18.88,1.95,6.46,11.69,9.64,19.69,12.23,0.00,15.61,13.95,15.86,63.63,7.50,27.68,26.56,10.77,14.70,0.00,15.70,8.30,8.43,5.09,28.85,11.54
201702,66662.10,64.50,16.44,0.00,11.83,17.23,28.82,21.62,11.98,17.88,18.27,20.11,29.31,40.62,15.41,0.00,15.69,8.38,14.96,18.76,12.71,36.23,23.49,26.04,11.01,8.18,20.12,21.01,17.51,12.06,24.57,11.29,13.25,19.10,5.54,12.32,8.48,0.00,23.11,28.97,0.00,0.00,21.97,7.31,11.34,13.57,11.19,16.09,20.20,3.18,6.25,10.51,10.79,20.27,12.40,0.00,15.39,14.10,15.17,57.70,8.58,29.03,29.15,11.17,15.35,0.00,16.10,9.05,8.18,4.78,29.33,12.31
201703,64984.07,62.78,16.81,0.00,12.17,17.47,29.49,22.06,11.64,17.57,17.71,18.77,28.78,38.61,16.09,0.00,15.65,8.09,15.44,19.59,12.42,35.29,23.70,26.38,11.22,8.22,16.01,18.85,17.02,12.26,23.50,11.16,14.03,18.85,4.68,10.36,8.34,0.00,24.74,30.55,0.00,0.00,20.81,6.92,9.89,13.26,12.16,16.05,22.04,2.70,5.71,9.50,11.12,20.91,14.11,0.00,14.61,13.46,15.89,57.15,8.55,28.77,23.46,8.49,15.48,0.00,16.79,9.37,8.96,4.31,26.70,12.71
201704,65403.25,63.19,16.83,23.96,13.18,17.22,28.69,22.58,11.28,17.85,18.29,17.45,30.95,39.79,15.41,0.00,15.52,6.96,18.92,20.01,13.98,33.70,23.91,28.26,11.18,8.59,16.91,19.56,15.13,11.79,22.59,11.03,16.04,23.41,4.35,9.32,10.04,0.00,25.69,31.53,0.00,0.00,21.57,7.21,9.95,13.88,13.80,16.52,23.55,3.42,7.22,10.10,12.34,21.35,14.71,0.00,13.85,12.97,17.40,65.70,8.73,26.83,23.26,7.23,15.57,0.00,16.83,9.57,8.99,4.13,25.45,12.93
201705,62711.47,60.56,17.24,23.59,12.44,16.75,24.92,21.98,11.12,16.33,16.58,16.80,30.03,43.32,11.98,0.00,14.54,6.15,19.03,18.94,13.66,33.56,24.18,27.53,9.12,8.37,12.87,15.87,15.77,11.72,22.46,10.24,15.64,25.30,4.22,9.07,7.80,0.00,25.21,30.23,0.00,0.00,19.54,6.52,7.84,14.73,13.32,14.32,23.10,3.85,6.30,10.92,10.23,20.21,15.84,0.00,13.13,12.03,22.05,70.13,8.48,26.58,21.69,6.40,16.55,0.00,17.37,9.26,9.76,3.85,25.17,13.88
201706,62899.97,60.93,17.02,23.45,11.53,17.95,23.63,21.64,11.09,16.67,16.97,18.10,31.00,39.20,12.23,0.00,14.82,6.50,17.54,20.53,14.01,32.21,24.38,29.72,9.35,9.42,11.65,15.09,14.94,12.47,22.97,10.39,13.15,23.89,4.70,9.78,7.55,0.00,24.88,31.29,0.00,0.00,20.20,6.59,6.35,14.31,13.83,13.73,24.04,3.93,6.76,12.31,10.68,20.77,12.50,0.00,12.73,11.49,22.58,68.43,8.65,29.02,21.31,6.69,16.42,0.00,16.87,9.13,9.76,4.46,26.86,12.93
201707,65920.36,63.72,17.80,27.30,13.10,18.63,25.31,20.74,12.25,18.33,18.32,20.28,33.82,36.92,13.40,14.61,14.98,6.86,19.09,21.78,14.21,33.63,24.71,32.71,10.45,9.72,12.64,15.33,15.57,12.62,23.70,10.87,18.35,26.77,4.98,10.14,8.95,0.00,25.05,34.88,0.00,8.19,20.53,6.75,7.48,14.11,15.97,15.37,25.73,5.63,6.42,12.40,11.32,22.86,12.18,0.00,13.31,12.34,25.81,67.35,10.34,30.75,21.75,7.11,16.28,0.00,17.77,9.93,9.71,5.01,28.99,13.92
201708,70835.05,68.41,18.46,26.55,18.21,20.15,27.25,21.58,12.62,19.61,20.39,23.62,34.55,42.52,14.47,15.24,15.31,6.75,24.32,18.72,17.06,35.95,24.92,35.05,11.25,9.73,16.49,18.88,17.71,13.39,24.44,11.72,23.22,28.44,5.35,11.29,11.33,0.00,26.41,35.55,0.00,8.39,22.43,7.51,8.43,15.22,18.32,17.43,26.87,8.72,7.13,11.58,10.66,23.24,14.35,0.00,13.47,12.68,27.42,67.69,10.33,29.47,24.03,8.10,16.68,0.00,17.37,10.52,10.11,6.68,32.49,15.04
201709,74293.51,71.58,19.56,29.20,20.82,21.81,31.05,22.29,13.06,20.32,21.30,21.18,38.46,45.67,16.69,14.96,15.53,6.42,25.92,18.64,19.03,33.72,25.04,37.58,11.78,10.38,18.50,20.87,17.71,13.30,24.54,11.75,27.88,26.44,5.00,10.52,13.35,0.00,28.82,37.32,0.00,8.46,24.10,8.13,8.26,16.31,17.81,18.88,31.73,9.11,6.47,11.20,10.87,23.42,15.17,0.00,15.25,14.21,30.11,73.36,12.09,30.50,23.68,8.96,16.59,0.00,17.18,10.78,10.19,7.55,29.52,15.73
201710,74308.49,71.77,19.43,27.40,20.91,21.77,30.64,21.59,11.77,19.96,21.09,21.09,47.47,44.25,19.49,15.51,16.01,6.42,26.61,18.98,17.07,34.84,25.29,39.64,10.92,11.10,20.64,23.31,15.51,12.65,24.24,11.70,26.38,25.91,4.83,10.43,13.85,0.00,30.60,36.57,0.00,9.18,23.39,7.72,7.33,16.80,17.86,17.25,30.34,7.83,6.43,11.50,9.99,22.84,15.06,0.00,16.80,15.57,27.81,76.50,12.70,27.31,24.63,7.86,16.63,0.00,15.83,11.32,10.61,8.55,29.73,15.69
201711,71970.99,69.40,19.11,26.87,16.93,21.24,26.81,20.93,11.22,18.50,19.86,22.24,41.16,38.48,16.82,14.65,13.93,5.48,23.37,19.42,17.30,33.37,19.31,41.27,10.39,11.16,17.53,19.65,15.49,12.12,24.41,12.27,27.57,23.53,4.82,10.59,14.04,0.00,29.40,36.47,0.00,9.78,22.96,7.65,7.69,16.01,18.54,14.55,29.85,6.98,6.85,10.85,10.54,22.21,14.18,0.00,15.38,14.28,24.37,86.07,13.02,29.97,24.88,6.86,16.59,17.24,16.65,11.09,9.86,8.30,32.55,16.87
201712,76402.08,73.82,20.08,26.90,20.19,21.07,28.58,22.18,11.81,20.02,21.12,26.09,39.97,36.60,16.82,14.71,14.21,5.70,23.58,20.04,17.56,38.66,17.80,44.78,11.28,11.41,18.10,20.88,19.88,12.41,24.46,12.59,29.52,26.57,5.50,11.83,14.60,0.00,32.22,37.44,0.00,9.68,23.78,8.11,9.54,15.78,20.48,16.73,31.29,9.91,7.32,10.65,11.88,22.75,16.17,14.86,16.31,14.95,25.09,89.95,12.97,31.46,27.44,7.81,17.31,18.40,16.92,12.31,9.77,8.83,37.69,17.82
201801,84912.70,82.00,20.71,31.05,20.93,24.12,35.64,24.22,11.92,24.57,25.44,28.43,46.07,35.35,19.42,15.53,13.79,6.23,20.57,22.91,15.51,40.65,19.73,50.91,12.78,10.56,19.03,21.79,19.90,12.15,24.76,13.45,31.53,27.04,6.54,13.76,18.11,0.00,33.37,40.87,0.00,10.69,29.20,9.93,9.77,15.97,23.94,16.66,33.38,10.44,6.81,9.63,11.97,23.28,17.08,18.25,20.54,18.29,24.76,82.73,14.27,33.34,32.09,10.25,19.20,20.34,15.97,12.68,10.62,11.50,38.81,17.51
201802,85353.60,82.50,20.83,33.63,23.44,23.69,37.54,23.38,11.07,23.02,24.21,31.05,43.30,29.92,21.16,14.33,11.17,6.82,21.17,20.61,14.80,40.40,22.14,51.84,13.09,9.32,23.19,25.66,21.63,11.79,26.97,13.76,30.49,24.45,7.49,15.88,19.20,0.00,31.70,37.53,0.00,11.02,29.41,10.42,9.63,16.20,24.09,16.64,30.44,11.24,5.97,9.08,11.99,22.53,16.79,19.71,22.32,19.93,23.27,76.17,14.24,34.51,32.92,9.46,20.19,21.41,16.25,13.25,9.98,11.95,42.18,17.30
201803,85365.56,82.43,22.78,38.20,25.26,24.68,37.13,23.52,10.81,24.05,24.68,28.61,44.76,22.83,21.12,14.47,11.00,7.11,19.00,17.94,13.06,38.66,22.91,56.00,13.05,8.12,19.66,22.17,21.45,11.80,26.98,13.74,31.46,25.03,6.78,14.84,21.65,0.00,33.21,37.32,0.00,12.38,29.96,10.97,9.09,18.73,26.73,18.57,30.35,12.09,5.94,7.57,12.83,22.04,15.80,20.61,22.53,19.88,18.03,73.44,13.15,32.08,35.74,8.21,20.76,32.84,17.23,13.53,9.41,10.59,39.97,16.80
201804,86115.50,83.18,22.08,36.40,28.47,23.49,33.21,22.08,10.13,21.95,23.77,33.49,42.57,24.80,20.55,14.57,10.70,7.03,17.75,16.64,13.46,37.05,22.50,53.62,11.86,9.23,17.85,20.97,22.10,12.77,26.17,13.88,28.96,24.08,7.43,15.94,19.42,27.18,29.10,34.57,20.24,13.99,29.80,10.83,8.51,19.21,25.96,19.66,28.93,13.21,7.92,8.20,12.13,21.35,15.91,20.85,23.75,21.33,20.00,67.53,14.85,33.18,34.26,8.19,20.60,40.61,16.88,15.03,10.47,10.62,46.09,17.18
201805,76753.61,74.07,18.64,26.51,24.97,20.21,27.67,20.94,9.56,17.96,20.07,29.34,44.16,21.42,17.86,15.49,9.21,6.77,15.78,14.69,10.49,37.18,21.30,47.16,10.38,7.61,13.69,15.41,22.45,12.16,26.17,11.86,22.83,22.67,6.50,14.23,13.49,29.48,26.05,30.43,21.33,14.26,25.11,8.93,8.73,19.13,23.02,17.51,26.33,13.43,7.91,7.08,11.18,18.83,16.65,16.52,21.44,17.66,15.65,61.14,13.81,24.68,30.37,7.18,18.66,42.63,16.18,12.72,9.18,8.04,47.94,16.60
201806,72762.51,70.35,17.17,21.33,26.50,19.19,26.18,19.65,9.00,16.80,18.52,27.53,49.37,18.00,16.99,14.70,9.05,6.44,13.45,14.32,9.04,33.71,20.16,41.80,9.77,7.13,11.41,12.46,24.24,12.76,24.22,11.08,22.13,24.39,5.90,13.38,10.42,29.38,25.50,29.87,21.43,14.30,23.58,8.04,9.09,17.86,22.15,16.43,26.13,15.85,8.14,6.27,10.00,18.47,14.95,16.61,18.76,15.99,15.48,65.34,14.10,21.98,26.34,7.33,17.42,44.48,15.72,12.50,8.90,7.13,46.96,15.70
201807,79220.43,76.45,18.53,24.13,27.73,22.33,29.70,19.68,9.23,19.36,21.19,30.68,53.21,22.65,18.18,15.19,9.42,7.26,13.92,12.53,10.97,35.33,20.23,40.78,10.29,7.52,16.17,17.73,19.23,12.55,26.45,11.95,23.56,25.25,7.34,16.04,13.81,27.68,25.82,32.60,24.30,15.80,26.31,9.13,8.82,18.41,22.16,17.88,27.47,16.38,8.20,7.54,10.97,19.52,14.37,17.70,21.19,18.35,16.82,73.17,14.85,23.59,32.97,8.56,21.03,44.07,16.99,11.85,9.64,8.64,51.93,18.01
201808,76677.53,74.12,18.00,23.00,26.03,20.42,27.76,20.32,8.49,17.45,19.71,29.26,57.59,20.13,19.47,14.18,8.37,6.58,15.49,13.18,10.03,33.35,20.56,39.35,9.70,6.84,14.81,16.65,19.58,12.33,27.39,11.12,20.46,23.86,7.57,15.56,11.21,25.45,25.50,29.67,25.29,17.58,25.16,8.40,9.19,19.62,20.09,15.37,25.16,16.13,5.72,5.82,10.79,18.11,14.32,17.96,21.38,17.97,13.22,75.77,14.23,23.03,31.27,8.19,21.89,46.80,17.31,11.74,8.77,7.86,52.24,18.62
201809,79342.42,76.61,17.51,24.05,27.29,22.13,27.24,20.00,8.93,17.90,19.92,34.91,56.84,21.97,20.23,14.44,7.57,6.32,16.77,11.16,11.18,31.06,22.20,40.05,9.54,6.90,14.52,17.13,19.82,11.76,26.34,11.21,22.69,19.77,7.69,16.68,11.05,23.59,26.54,30.07,26.16,19.66,26.28,8.86,9.17,18.28,21.29,15.64,27.65,15.17,5.30,5.01,10.20,18.32,14.02,17.70,23.46,19.67,13.82,71.43,14.98,22.26,32.28,8.71,24.78,47.56,17.22,11.21,8.27,8.11,58.28,19.25
201810,87423.55,84.08,15.60,30.59,33.99,25.10,39.55,21.98,11.79,21.05,23.85,32.55,50.72,21.90,18.78,14.86,10.18,9.73,21.38,12.03,11.20,30.90,23.39,52.34,12.96,9.11,22.00,24.47,20.92,12.88,29.54,13.27,21.00,19.35,7.65,15.78,18.40,25.04,27.90,37.63,23.94,21.44,29.34,9.86,10.02,17.16,26.91,18.53,33.53,20.90,6.41,5.49,10.49,22.52,16.10,21.77,29.35,25.76,12.08,61.95,16.65,26.38,38.30,8.92,23.63,37.44,19.17,11.08,8.27,10.01,55.25,17.55
201811,89504.03,86.37,16.15,34.74,37.70,26.67,41.68,23.50,12.16,23.38,26.75,29.93,52.70,22.17,21.04,16.68,12.06,11.22,24.59,8.67,10.38,33.02,25.02,57.19,12.64,9.30,22.87,26.05,21.79,12.59,32.72,14.17,23.85,20.05,7.14,15.15,21.60,27.82,30.08,37.89,27.68,22.34,32.19,10.83,11.50,15.66,25.19,19.42,34.87,20.39,6.20,5.51,10.07,22.73,20.20,22.20,27.33,23.84,11.63,61.27,17.44,26.64,38.77,8.27,25.63,40.45,19.98,11.33,9.55,9.11,51.44,17.37
